company_name,job_type,job_name,description,qualifications
PDI,Unknown,R&D Scientist II,"DESCRIPTION

Driven by a commitment to research, quality, and service, PDI provides innovative products, educational resources, training, and support to prevent infection transmission and promote health and wellness. Encompassing three areas, our Healthcare, Sani Professional and Contract manufacturing divisions, we develop, manufacture, and distribute leading edge products for North America and the world. We have several locations across the US and are looking for new Associates to join our team!




POSITION PURPOSE

The Scientist II plays a key role in advancing product development and formulation within the surface care portfolio to support business objectives. This role supports all phases of product development while ensuring adherence to regulatory requirements and quality standards. The Scientist II will collaborate across functions to conduct research, move projects forward, introduce new capabilities, and identify opportunities for continuous improvement. By applying strong expertise in formulation, product development, and regulatory compliance, this position contributes to the delivery of safe, effective, and competitive products that meet market and customer needs. Overall, the Scientist II associate helps drive innovation, enhance operational excellence, and strengthen the organization’s product pipeline.




ESSENTIAL FUNCTIONS AND BASIC DUTIES

Research and Innovation:

Conduct research and experiments in support of innovation and continuous improvement.
Assist and support in concept development.
Prepare technical reports, analyze data, and ensure application of strong scientific principles.
Demonstrate a strong understanding of chemistry and Good Laboratory Practices.
Awareness of intellectual property concepts including confidentiality, data integrity ",Research Scientist
DataAnnotation,Unknown,Research And Development Chemist,"Join LinkedIn
Email
Password (6+ characters)

By clicking Agree & Join, you agree to the LinkedIn User Agreement, Privacy Policy, and Cookie Policy.

Agree & Join
or

Already on Linkedin? Sign in

LINKEDIN

LinkedIn is better on the app

Don’t have the app? Get it in the Microsoft Store.

Open the app",Research Scientist
Protingent,Unknown,BI Developer,"Job Description

Position Title: BI Developer

Position Description: Protingent Staffing has an exciting contract BI Developer opportunity located in Kirkland, WA.

Job Responsibilities:


Design and build data models in Fabric Lakehouse and Warehouse workloads, applying best practices and advocating for efficient, well-structured designs
Develop and maintain shared semantic models, including SQL-based logic and DAX measures to support enterprise reporting
Build Power BI reports and dashboards aligned with business requirements and definitions
Write and review SQL, Python, and Spark code in Fabric notebooks for data preparation, transformation, and validation
Collaborate with stakeholders to gather requirements, clarify definitions, and translate business logic into well-modeled implementations
Support migration of existing data assets and reports to Fabric, including output validation for accuracy and completeness



Job Qualifications:


3-5+ years of experience in BI development, analytics engineering, or a related data role focused on modeling and reporting.
Hands-on Microsoft Fabric experience across Lakehouse, Warehouse, Data Factory, and Power BI workloads.
Strong data modeling skills with the ability to evaluate design decisions critically and apply best practices.
Proficiency in SQL for modeling, transformation, validation, and ad hoc analysis.
Working experience with Python and Spark/PySpark in a notebook-based environment.
Experience developing shared semantic models and writing DAX in Power BI.
Demonstrated ability to work with business stakeholders to gather and refine requirements in support of model building, report creation, data ingestion, and other self-service efforts.



Preferred Job Qualifications:


Microsoft DP-600 (Fabric Analytics Engineer) or ",BI Developer
Kobie,Unknown,BI Report Developer,"Join a National Top Workplace

Named a Top Workplace in the USA and Top Remote Workplace, Kobie is where the best minds in loyalty come together, driven by passion and innovation. We’re always looking for talented individuals who are ready to join a collaborative, growth-focused culture. As a partner to some of the world’s most recognized brands, we are leaders in loyalty, helping brands build lasting emotional connections with their consumers.

Join Us from Anywhere

While our headquarters are nestled in sunny St. Petersburg, Florida, Kobie embraces a flexible work environment, offering teammates the freedom to work remotely. We understand the importance of work-life balance and support our team with:


Flexible Time Off to recharge when needed
Nine Company-Wide Holidays
A diverse suite of benefits prioritizing your growth, development, and personal well-being


Benefits

Discover more about our perks and benefits here.

Kobie is a values-led organization where we believe that everyone is a leader, regardless of their position or role.

About The Team And What We’ll Build Together

Join a collaborative and forward-thinking Data & Analytics team that’s passionate about transforming data into actionable insights. As a Business Intelligence Report Developer, you’ll play a key role in shaping the reporting landscape for multiple large-scale clients. Together, we’ll build scalable, high-quality BI solutions that drive strategic decisions and elevate client experiences. You’ll work closely with data engineers, analysts, and business stakeholders to deliver reporting tools that are not only accurate and efficient, but also intuitive and impactful. This is a great opportunity to contribute to a growing BI ecosystem that values innovation, quality, and continuous improvement.

",BI Developer
MedReview Inc.,Unknown,Business Intelligence Analyst/Developer,"Position Summary: 
MedReview is seeking a skilled Business Intelligence Analyst/Developer to join our Innovation & Development (PI) team. You will be instrumental in building and maintaining our BI suite, enabling data driven decision making, opportunity discovery and clear communication  focusing on key metrics using ClickHouse, SQL, and Python. Your work will directly support strategic initiatives, opportunity identification, process and quality improvement programs, and operational efficiency across the organization.

Key Responsibilities:
Data Engineering & Modeling: Work with the data engineer to design, develop, and maintain efficient data models, ETL/ELT processes, and data pipelines within ClickHouse for complex healthcare datasets (claims, clinical, EMR, operational).
Advanced SQL & ClickHouse Development: Write complex, high-performance SQL queries and ClickHouse functions to extract, transform, and load data for reporting and analytics.
Python for Data Science: Utilize Python (Pandas, NumPy, Scikit-learn) for data cleaning, transformation, statistical analysis, predictive modeling, and automation of BI tasks.
Dashboard & Report Development: Create intuitive, interactive, and scalable dashboards and reports using BI tools ( Power BI) to visualize KPIs for clinical, financial, and operational stakeholders.
Performance Improvement (PI) Focus: Translate stakeholder needs into actionable BI solutions that support quality measurement, risk stratification, care gap analysis, and operational bottlenecks.
Data Quality & Governance: Ensure data accuracy, integrity, and security; implement data governance best practices.
Stakeholder Collaboration: Partner with clinicians, operational leaders, IT, and other SMEs to gather requirements, provide training, and deliver data-",BI Developer
CGS Federal (Contact Government Services),Unknown,Power BI Developer,"Employment Type: Full-Time, Mid-level

Department: Information Technology

CGS is seeking a Power BI Developer to join our team in supporting a wide-ranging technical support initiative for a large Federal agency.

CGS brings motivated, highly skilled, and creative people together to solve the government’s most dynamic problems with cutting-edge technology. To carry out our mission, we are seeking candidates who are excited to contribute to government innovation, appreciate collaboration, and can anticipate the needs of others. Here at CGS, we offer an environment in which our employees feel supported, and we encourage professional growth through various learning opportunities.

Skills and attributes for success:



Build Data Analytics enterprise models using Microsoft’s Power BI
Develop tabular, multidimensional models compatible with warehouse standards
Develop self-service models, and data analytics using Power BI service
Experience with Microsoft Azure platform and service (Power BI, Flow, Cortana, etc.)
Experience working with data gateway, data integration, self-service data preparation
Develop, publish, and schedule reports and dashboards to meet business requirements
Assist business users with functional and data requirements to enhance data models
Experience in requirement analysis, design, and prototyping
Strong understanding of Data Analytics application security layer models
Experience with ESRI or similar geographical mapping systems and tools is desired
Experience working with Government personnel at the CTO or SES level





Qualifications:



Bachelor's degree or equivalent in Computer Science or related field
2-4 years of development experience in Data Analytic technologies
Knowledge in Microsoft enterprise cloud technologies such as Dynamics 365 CRM, ",BI Developer
Data Visualization Society,Unknown,Data Visualization Engineer,"Full Time
New York
Posted 3 years ago
Applications have closed


Website hume__ai Hume AI

Paving the way for empathy-driven AI

About Hume AI

Hume AI is an expressive communication research lab and technology company building the missing ingredients needed to understand the 50% of communication that language models currently overlook—speech prosody, vocal bursts, facial expression, and emotional tone of language. Our goal is to enable a future where technology draws on the science of human expression to better serve human goals and emotional well-being. We provide our APIs and SDKs to developers building better digital assistants, digital health apps, communication tools, and more.

As part of our mission, we conduct groundbreaking scientific research, publish in leading scientific journals like Nature, and support a non-profit, The Hume Initiative, that has released the first concrete ethical guidelines for empathic AI (www.thehumeinitiative.org). You can learn more about us on our website (https://hume.ai/) and read about us in The Washington Post.

The Role

We are looking for a creative data visualization engineer to help Hume develop new interactive visualizations for its powerful AI models of expressive behavior in the voice, face, and language. In this role you will work closely with our leadership team and creative partners to implement new frontend experiences that help customers with varying levels of technical sophistication understand and build upon Hume’s AI solutions. You will lead efforts to integrate new visualizations into our Expressive Communication Platform, improving our core product while working with world-leading AI researchers to showcase our latest scientific breakthroughs.

Qualifications


Experience working with a modern frontend stack (Ty",Data Visualization Engineer
Kforce Inc,Unknown,Data Visualization Platform Engineer,"Responsibilities

Kforce has a client in Piscataway, NJ that is seeking a Data Visualization Platform Engineer. Summary: We are seeking a highly skilled and motivated Data Visualization Platform Engineer to manage, maintain, and evolve our enterprise-wide data visualization ecosystem. This role requires a unique combination of deep technical expertise in modern data platforms and visualization tools, alongside strong business acumen and stakeholder communication skills. The ideal candidate will ensure the platform is secure, performant, and scalable while actively engaging with stakeholders to understand their needs and drive Data Visualization standards and best practices. Visa sponsorship is not available for this position.

Requirements


Bachelor's degree in Computer Science, Information Technology, Computer Engineering, Business/IT Systems Management, or a related field
3+ years of experience focused on major data visualization platforms (e.g., Domo, Sigma, Tableau, or similar)
Proficiency in writing complex SQL queries to integrate data into visualization tools
Hands-on experience with at least one major cloud provider (AWS, Azure, or GCP) and understanding of cloud data services (e.g., Snowflake, BigQuery)
Visa sponsorship is not available for this position


Preferred Qualifications


Strong blend of technical and business acumen with excellent communication skills to articulate complex concepts and present compelling, data-driven insights that influence strategic decisions
Proven ability in analytical and creative problem-solving, with a consistent focus on detail and developing actionable solutions
Demonstrated track record of independent work, strong accountability, and a sense of urgency in driving tasks to completion
Ability to work effectively and collabor",Data Visualization Engineer
myGwork - LGBTQ+ Business Community,Unknown,Data Visualization Engineer,"This job is with LexisNexis Legal & Professional®, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ+ business community. Please do not contact the recruiter directly.

About Us

We launched Lex Machina in 2011 for patent litigators and are now expanding Legal Analytics to all areas of the law with the help of LexisNexis, our parent company. Since being acquired in 2015, we have become one of the fastest growing businesses in LexisNexis. We have retained our start- up like culture and pace, but are now backed with the stability of a big company.

The Lex Machina product provides Legal Analytics to companies and law firms, enabling them to craft successful litigation strategies, win cases, and close business. We are the pioneers of Legal Analytics and our award-winning product is used by global corporations such as Google, eBay, Yahoo!, IBM, and Nike, as well as most of the AmLaw 100 law firms like Wilson Sonsini, Fish & Richardson, Greenberg Traurig, and Fenwick & West.

In joining us you will help us answer: What really happens when companies and people end up in court?

About The Role

Use your knowledge of JavaScript and React, Python, and key information analytics design and usability concepts to improve Lex Machina's industry-leading platform as we bring Legal Analytics to all legal practice areas and state courts. Apply design patterns and principles to ensure that users get the most complete, accurate picture of a complicated legal data set at a glance.

As a member of our tight-knit remote product and engineering team, you will work with in-house legal experts, customers, and our front-end and back-end teams to integrate new legal content and improve our analytics.

Applicants are requested to provide a link to their portf",Data Visualization Engineer
ChatGPT Jobs,Unknown,Data Visualization Engineer,"Job Description

Data Visualization Engineer

Halvik - Vienna, VA


Remote


Full-time

Medical, Dental, Vision, Life, Retirement, PTO

Posted 22 hours ago

Job Description

Halvik Corp is seeking a Data Visualization Engineer to design, develop, and maintain data visualizations and interactive dashboards using Tableau and related analytics platforms. The role requires strong SQL skills, database optimization knowledge, and visual design expertise to transform complex datasets into compelling, actionable insights for stakeholders across federal government clients.

Key Responsibilities Include


Developing Tableau dashboards with sophisticated parameters, filters, and drill-down capabilities.
Writing optimized SQL queries and understanding database performance.
Creating visually appealing, user-friendly dashboard layouts that follow UX best practices.
Embedding and integrating Tableau visualizations into web applications and portals.
Collaborating with data engineers and architects to design efficient data models.
Exploring and implementing AI-enhanced analytics capabilities.


Required Skills


Tableau Development & Design (3+ years)
Expert-level Tableau dashboard development.
Strong visual design sense.
Extensive experience with Tableau parameters, actions, and filters.
SQL & Database Optimization (3+ years)
Proficient in SQL for complex queries.
Understanding of database performance optimization.
Application Integration & Deployment (2+ years)
Experience embedding Tableau dashboards into web applications.
Familiarity with Tableau Server or Tableau Cloud administration.


Preferred Skills


AI & Advanced Analytics Exposure
Interest in or experience with AI-powered analytics features.
Familiarity with Python or R for custom analytics.
Technical Breadth
Experience with ",Data Visualization Engineer
Apt,Unknown,Data Visualization Engineer,"The Data Visualization Developer is responsible for designing, developing, and maintaining high-quality data visualizations and dashboards. This role transforms raw data from multiple sources into clear, meaningful visual insights that support business decision-making. The ideal candidate combines strong analytical abilities with creative visual storytelling and technical expertise.

Key Responsibilities

Design, build, and maintain data visualizations and dashboards using data sets from various internal and external sources.
Apply visual, technical, and editorial expertise to ensure clarity, accuracy, and usability of visual content.
Work closely with analysts, data engineers, and business stakeholders to understand visualization needs and translate them into effective solutions.
Ensure dashboards follow best practices for UX, layout, and visual design.
Validate data accuracy and troubleshoot issues related to data quality, refreshes, and performance.
Support continuous improvement by identifying opportunities to enhance visualization standards, processes, and tool usage.

Qualifications

1–3 years of experience in data visualization, dashboard development, business intelligence, or a related field.
Knowledge and hands-on experience with data visualization tools (e.g., Power BI, Tableau, Qlik, or similar).
Strong understanding of data structures, metrics, and basic analytical concepts.
Ability to translate complex data into clear, intuitive visual representations.
Attention to detail and commitment to accuracy in visual and technical work.
Strong communication and collaboration skills.",Data Visualization Engineer
LinkedIn,Unknown,Data Visualization Developer,"Company Description

LinkedIn is the world’s largest professional network, built to create economic opportunity for every member of the global workforce. Our products help people make powerful connections, discover exciting opportunities, build necessary skills, and gain valuable insights every day. We’re also committed to providing transformational opportunities for our own employees by investing in their growth. We aspire to create a culture that’s built on trust, care, inclusion, and fun – where everyone can succeed.

Join us to transform the way the world works.

Job Description

This role will be based in San Francisco, Sunnyvale, New York or Chicago, depending on where the candidate selected is currently residing.

At LinkedIn, our approach to flexible work is centered on trust and optimized for culture, connection, clarity, and the evolving needs of our business.  The work location of this role is hybrid, meaning it will be performed both from home and from a LinkedIn office on select days, as determined by the business needs of the team.       

We are looking for a senior Data Visualization Developer with strong expertise in visualization design and storytelling to create compelling, insightful dashboards that drive business decisions. Candidates should possess solid knowledge of data visualization best practices, dashboard design, and user experience, as well as proven ability to translate complex business requirements into clear, actionable insights. The ideal candidate is a skilled collaborator who can bridge stakeholder needs with data capabilities to deliver high-impact reporting solutions.

What You’ll Do:  


Design and deliver dashboards and reports in Power BI that drive business decisions across the organization.
Apply visualization best practices and",Analytics Engineer
Netflix,Unknown,Analytics Engineer 4 - Ads,"At Netflix, our mission is to entertain the world. Together, we are writing the next episode - pushing the boundaries of storytelling, global fandom and making the unimaginable a reality. We are a dream team obsessed with the uncomfortable excitement of discovering what happens when you merge creativity, intuition and cutting-edge technology. Come be a part of what’s next.

The Ads Data Science and Engineering team at Netflix’s mission is to help build the foundation of the Ads business at Netflix. We design effective metrics, conduct analyses and develop analytic tools, and build predictive models and algorithms using machine learning - all with the goal of creating more choices and joy for our members.

As an Analytics Engineer, you’ll help design foundational datasets, metrics, and dashboards to measure the success of the Ads business and generate insights by scoping and executing deep dive analysis. You’ll work closely with partner teams, such as Product and Data Engineering, to gain a deep understanding of key user needs and business problems, and drive analytical projects to solve them in this 0 to 1 space. This is an exciting opportunity to be a founding member of this new business area for Netflix!

Responsibilities


Lead the creation of metrics that provide insight and help with decision-making
Develop high-impact dashboards and analyses to build visibility into the health of our ad platform, ad operations, and lead efforts to scale reporting through automation
Facilitate information self-service to business users through data pipelines and custom analytic tools
Collaborate effectively with senior analytics engineers and cross-functional partners to identify gaps or opportunities and drive analytical projects to solve them.


Qualifications


Experience conduc",Analytics Engineer
Netflix,Unknown,Data Engineer (L5),"At Netflix, our mission is to entertain the world. Together, we are writing the next episode - pushing the boundaries of storytelling, global fandom and making the unimaginable a reality. We are a dream team obsessed with the uncomfortable excitement of discovering what happens when you merge creativity, intuition and cutting-edge technology. Come be a part of what’s next.

We are revolutionizing how shows and movies are produced, pushing technological boundaries to efficiently deliver streaming video at a massive scale over the internet, and continuously improving the end-to-end user experience with Netflix across their member journey.

We pride ourselves on using data to inform our decision-making as we work towards our mission. This requires curating data across various domains such as Growth, Finance, Product, Content, and Studio. All of this data collection and curation is made possible thanks to the amazing Data Engineers of Netflix who bring this data to life.

Data Engineering at Netflix is a role that requires building systems to process data efficiently and modeling the data to power analytics. These solutions can range from batch data pipelines that bring to life business metrics to real-time processing services that integrate with our core product features. In addition, we require our Data Engineers to have a rich understanding of large distributed systems on which our data solutions rely. Candidates should have knowledge across several of these skill sets and usually need to be deep in at least one. As a Data Engineer, you also need to have strong communication skills since you will need to collaborate with business, engineering, and data science teams to enable a culture of learning. Learn more about the work of data engineers at Netflix.

Location of work",Analytics Engineer
Netflix,Unknown,Data Engineer (L5) - Messaging,"At Netflix, our mission is to entertain the world. Together, we are writing the next episode - pushing the boundaries of storytelling, global fandom and making the unimaginable a reality. We are a dream team obsessed with the uncomfortable excitement of discovering what happens when you merge creativity, intuition and cutting-edge technology. Come be a part of what’s next.

At Netflix, Messaging refers to our off-platform communications with members (e.g., emails, push notifications) as well as in-product interstitials. Messaging has long been a key lever for driving growth and member engagement at Netflix. As we invest in new formats like Live Content and Games, Messaging becomes even more critical to our success. Messaging will play a critical role in notifying and reminding members when these new events occur, helping them adapt to this new model of engagement with Netflix content.

In this role, you will work collaboratively with data engineers and other partners in the messaging space to build reliable, scalable data pipelines using Apache Spark/Flink. These pipelines will power analytic dashboards, custom viz applications, A/B experiments, and algo features.

We cannot build one-off pipelines for each and every use case. Rather, the right candidate will see this problem through a platform lens, building scalable, flexible data products that support the many current use cases and can adapt to future ones. This candidate will have previous experience building out new systems from the ground up and past success with complex cross-domain partnerships.

Who You Are


You have experience in distributed data processing (Batch or Streaming)
You have strong SQL skills
You are proficient in at least one major programming language and are passionate about writing clean, supp",Analytics Engineer
Weedmaps,Unknown,Analytics Engineer (Hybrid),"Overview

The Analytics Engineer at Weedmaps will be a key technical contributor within our Data organization, supporting various aspects of the business. In this role, you will build and maintain data pipelines and analytics frameworks to answer business questions and enable root cause problem solving. You will collaborate extensively with business, engineering, product, and data science teams to drive data-informed decision making across our customer acquisition and retention strategies. The ideal candidate combines strong technical skills with e-commerce domain knowledge and can translate business requirements into scalable data solutions that deliver measurable impact on our growth metrics.

As part of our Data organization, you will develop robust analytics systems that address unique challenges in our marketplace, including user journey exploration, customer and product analytics. The explosive growth of the cannabis industry requires increasingly sophisticated analytics solutions that can scale with our business and comply with complex regulatory requirements.

The Impact You'll Make


Design fault-tolerant dbt models to synthesize data from multiple sources into mart tables
Design and implement Sigma dashboards and Streamplit apps to provide clear insights into performance
Automate regular reporting workflows to reduce manual effort and increase data consistency
Create self-service tools that empower business teams to access insights independently
Analyze experiment results to identify opportunities for improving ROI
Develop and maintain data pipelines using SQL within modern data stack tools (Snowflake, DBT, Metaplane)
Create and document data models that transform raw data into reliable, business-ready datasets with accompanying dictionaries and testing
Implem",Analytics Engineer
MedReview Inc.,Unknown,Business Analyst - Operations,"Position Summary
We are seeking a Business Analyst to support our growing Payment Integrity (PI) operations. This role will work closely with business stakeholders, product managers, and technical teams to document requirements, analyze healthcare claims data, and support the delivery of solutions that reduce improper payments and improve financial accuracy.
The ideal candidate will have hands-on experience with claims data analysis, requirements documentation (BRDs, FRDs, user stories), and knowledge of payer/provider workflows.

Key Responsibilities
Elicit, analyze, and document business requirements (BRDs, FRDs, acceptance criteria, process flows).
Partner with stakeholders to translate business needs into system requirements for PI products (e.g., DRG review, HBA, COB, data mining, IBR).
Conduct claims data analysis to identify trends, validate audit findings, and support product design.
Collaborate with IT, QA, and operations teams to ensure requirements are implemented and tested accurately.
Track and report performance metrics, savings impact, and accuracy rates for PI solutions.
Stay current on payer policy changes, CMS/NCCI updates, and regulatory guidance relevant to PI.
Qualifications
Education: Bachelor’s degree in Business, Healthcare Administration, Data Analytics, or related field (or equivalent experience).
Experience:
3+ years as a Business Analyst in healthcare, payer, or PI environment.
Strong understanding of claims processing (professional, facility, pharmacy) and related transactions (837, 835, COB, EOBs).
Experience documenting detailed requirements and acceptance criteria.
Skills:
Strong analytical and problem-solving abilities.
Proficiency in SQL/Excel; familiarity with BI tools a plus.
Excellent communication and stakeholder management skills.
",Reporting Analyst
WorldStrides,Unknown,Business Analyst,"Company Introduction

WorldStrides is the global leader in educational travel and experiential learning. The company was founded in 1967 to provide middle school travel programs to Washington, D.C. and has grown to provide a wide range of programs for more than half a million students annually to over 100 countries around the world. WorldStrides offers experiential learning programs in educational travel, performing arts, language immersion, career exploration, service-learning, study abroad, and sports. Each of these experiences helps students to see beyond the classroom and to see the world – and themselves – in new ways.

Job Description

WorldStrides is seeking an experienced Business Analyst to lead requirements gathering, analysis, and solution design for initiatives that leverage our CRM platform. The ideal candidate will have deep CRM expertise and a proven ability to align business needs with technical solutions, as well as extensive experience gathering requirements, creating user stories in Jira, and designing process models to improve business operations and customer experience. This role is pivotal in enabling strategic growth and operational efficiency by optimizing CRM capabilities for our stakeholders.

The successful candidate will be a certified Business Analyst, skilled in managing complex business requirements, creating detailed documentation, and collaborating with cross-functional teams to deliver scalable, high-quality solutions.

In this role, you will collaborate closely with product managers, developers, and other key stakeholders to define business requirements, create user stories, and support the development process with detailed flow and process diagrams. As a Senior BA, you will be expected to drive solutions that enhance the overall digit",Reporting Analyst
Atlantic Group,Unknown,Data Reporting Analyst,"Our client, an alternative investment manager with a long-standing reputation having been around for 50+ years, is hiring a full-time Data Analytics & Reporting Analyst. This would be 3x/week onsite (hybrid) in Midtown Manhattan.




They have continually developed new quantitative techniques/approaches that sought more potent ways to capitalize on inefficiencies in global markets.




In this role, you will support the Chief Investment Officer in monitoring and communicating insights on the firm’s investment strategies, portfolios, risks, and investment process KPIs. The role focuses on building high-quality analytics, dashboards, and reports that help the CIO oversee fund performance, portfolio behavior, and operational effectiveness.




This is a big fish in a small pond, wearing many different hats, type of environment.




What will you do?

Analytics & Reporting

• Build dashboards and tools that evaluate fund performance, portfolio exposures, risk metrics, and investment process KPIs.

• Calculate and maintain foundational portfolio and risk measures (volatility, drawdowns, correlations, factor sensitivities, etc.).

• Automate recurring reporting and ensure data accuracy, consistency, and transparency.

• Organize and document data sources, methodologies, and reporting logic.




Data Management

• Source, clean, and structure datasets used in analytics and reporting.

• Integrate data from multiple systems in a reliable, well-organized manner.

• Maintain clear documentation for datasets and analytical workflows.




Communication

• Present findings directly to the CIO, providing context and interpretation of quantitative results.

• Produce clear visualizations and dashboards that highlight key insights.

• Contribute to reports prepared for senior managemen",Reporting Analyst
Simpson Thacher & Bartlett LLP,Unknown,Data Reporting Analyst,"The Data Reporting Analyst is responsible for the creation and distribution of regularly scheduled financial reports (e.g. billing, revenue, and statistical) within the Firm. This includes both scheduled and ad hoc reporting, with the goal of increased transparency and usability throughout the Firm.

The Data Reporting Analyst will be required to work across all levels of Firm personnel and collaborate across administrative groups (within Accounting and outside of the department).

ESSENTIAL JOB DUTIES & RESPONSIBILITIES


Design and distribute monthly, quarterly and annual billing related financial reports centering on, but not limited to, billing, revenue, and various financial statistics.
Assist management with the creation and distribution of report requests as needed.
Ability to manage a large volume of reporting requests and reporting schedules.
Develop and modify reports using 3E, Microsoft SSRS Report Builder, Ideate Dashboard, Microsoft Power BI Desktop, and other reporting software.
Assist with periodic reporting to Firm management for use in the annual compensation review processes.
Design and distribute ad hoc and subscription based reporting for the Billing and Collection department, partner, clients and other stakeholders as requested
Review presentation and functionality of reports and make recommendations for improvement.
Assist with special projects, system upgrades, and testing as needed.
Ability to think critically and adapt existing tools to solve problems
Perform other duties as assigned.


EDUCATION

Required


Bachelor’s degree required


Preferred


Degree in Finance or Accounting preferred


Required

SKILLS AND EXPERIENCE


3 to 5 years of financial reporting experience in legal or related field required
Experience with Microsoft SSRS Report bu",Reporting Analyst
Robert Half,Unknown,Financial Reporting Analyst,"Join LinkedIn
Email
Password (6+ characters)

By clicking Agree & Join, you agree to the LinkedIn User Agreement, Privacy Policy, and Cookie Policy.

Agree & Join
or

Already on Linkedin? Sign in

LINKEDIN

LinkedIn is better on the app

Don’t have the app? Get it in the Microsoft Store.

Open the app",Reporting Analyst
Tinder,Unknown,Cloud Infrastructure Engineer Intern,"Our Mission




As humans, there are few things more exciting than meeting someone new. At Tinder, we’re inspired by the challenge of keeping the magic of human connection alive. With tens of millions of users, hundreds of millions of downloads, 2+ billion swipes per day, 20+ million matches per day, and a presence in 190+ countries, our reach is expansive—and rapidly growing.




We work together to solve complex problems. Behind the simplicity of every match, we think deeply about human relationships, behavioral science, network economics, AI and ML, online and real-world safety, cultural nuances, loneliness, love, sex, and more.




Program Duration

The internship program will run from June 1 through August 28, 2026.




Where you’ll work

This is a hybrid role that requires in-office collaboration three days per week in Los Angeles.




About the Role

As a Cloud Infrastructure Engineer Intern, you’ll work with experienced engineers who design, build, and maintain the systems that keep Tinder running at scale. You’ll gain real-world experience learning how large-scale cloud environments operate and help ensure our platform is reliable, secure, and efficient.




What you'll do:
Learn how Tinder manages and scales cloud infrastructure that supports millions of users
Assist in building and automating tools that help monitor, deploy, and maintain cloud-based systems
Work on improving system reliability, performance, and security under guidance from senior engineers
Collaborate with engineering teams across the organization to support development and deployment workflows
Participate in team meetings, and code reviews




What we're looking for:
Interest in cloud computing, DevOps, or infrastructure engineering
Basic understanding of cloud platforms like AWS, GCP, or Az",Cloud Infrastructure Engineer
Tamarind Bio,Unknown,Infrastructure Engineer,"We're looking for an Infrastructure Engineer to lead the scaling of our machine learning inference system. You'll be responsible for architecting and maintaining infrastructure that serves 150+ biological ML models, scaling our platform several orders of magnitude to meet rapidly growing demand.

You’ll work closely with the founders to design to the constraints of customer needs, unpredictable workloads, and unique Bio-ML models. You'll work with Kubernetes and other tools to orchestrate containerized workloads, optimize resource allocation, and ensure high availability across our model serving infrastructure.

Most importantly, you should thrive in a fast-paced startup environment where you'll wear multiple hats, learn new technologies quickly, and help solve novel technical challenges. We value engineering judgment, problem-solving ability, and the capacity to build systems that can evolve with our growing needs.

Requirements


Solid programming and automation skills
Experience with containerization and orchestration concepts
Cloud platform knowledge (AWS/GCP/Azure)
Located in the SF Bay Area or able to relocate to the Bay Area
Onsite expectation: Team currently onsite in SF ~5 days/week.


Preferred


Experience scaling production systems
Kubernetes experience
Infrastructure as code tools (Terraform, Pulumi)
Monitoring and observability tools
Experience with GPU workloads",Cloud Infrastructure Engineer
MedReview Inc.,Unknown,Azure Cloud Security Engineer,"Position Summary

The AI/Cloud Security Engineer is responsible for implementing, configuring, and maintaining cloud security tools that protect MedReview's cloud and AI infrastructure. This role will monitor and analyze security events, identify vulnerabilities, and implement security controls across Microsoft Azure and Microsoft 365 environments. The engineer will work closely with the security and infrastructure teams to ensure the organizations cloud and AI platforms remain secure, compliant, and resilient. 

This role is onsite Monday-Thursday and remote on Fridays. You will not be considered for this role if you do not live in the NYC Tri-State area. 

Non-Negotiable Requirements (Must-Have Experience) 
Candidates without the experience below will not be considered.
Hands-on experience leveraging AI and machine learning technologies to enhance network or cloud security 
Strong experience with Microsoft Purview (Data Governance/Data Loss Prevention) 
Experience implementing and managing Microsoft Entra Internet Access/Entra security controls 
Experience with Microsoft 365 Compliance Center and Security Center 
Experience securing Microsoft Azure cloud environments 

Job Responsibilities: 
Standardize and implement Azure cloud security best practices, processes, and procedures across the organization. 
Design, deploy, and optimize AI-driven security models to detect malicious traffic, lateral movement, and emerging threats. 
Utilize AI and machine learning-driven security tools for anomaly detection, behavioral analysis threat intelligence correlation, and bias testing. 
Integrate and manage AI-enabled security platforms, including SIEM, SOAR, NDR, and XDR solutions, to automate threat detection and incident response. 
Identify and mitigate adversarial AI risks, inc",Cloud Infrastructure Engineer
